fe_id,control_sample,version,period,estimate,se,lower,upper
23,both,original,pre,37.3325014911596,35.0007144415893,-31.2688988143555,105.933901796675
23,both,original,post,66.0341431869323,47.9411556065637,-27.9305218019325,159.998808175797
23,both,rotated,pre,3.57803833196557,9.05471613442675,-14.1692052915109,21.325281955442
23,both,rotated,post,78.69206687163,55.7175479190765,-30.5143270497599,187.89846079302
24,both,original,pre,51.2408466610132,34.7755706625652,-16.9192718376145,119.400965159641
24,both,original,post,60.8255417687285,48.0345629244434,-33.3222015631806,154.973285100637
24,both,rotated,pre,9.65500017311311,9.04245102066702,-8.06820382739424,27.3782041736205
24,both,rotated,post,76.420234201691,55.9069981496779,-33.1574821716777,185.99795057506
25,both,original,pre,51.2310657725656,34.7788299601276,-16.9354409492845,119.397572494416
25,both,original,post,60.8168913506042,48.0261046868245,-33.3142738355717,154.94805653678
25,both,rotated,pre,9.65653225832705,9.04313399862496,-8.06801037897788,27.381074895632
25,both,rotated,post,76.4073414184437,55.8997321745369,-33.1561336436485,185.970816480536
26,both,original,pre,50.655052266779,34.7912038271504,-17.5357072344357,118.845811767994
26,both,original,post,64.6493461960074,47.8554509641221,-29.1473376936719,158.446030085687
26,both,rotated,pre,9.96333736865646,9.04925752854805,-7.77320738729772,27.6998821246106
26,both,rotated,post,79.9087392828033,55.7238975093654,-29.3100998355528,189.127578401159
27,both,original,pre,30.4848047014811,35.2609467502554,-38.6266509290195,99.5962603319817
27,both,original,post,67.6388744063876,46.559609277756,-23.6179597780142,158.895708590789
27,both,rotated,pre,2.70604919005206,9.1754211378606,-15.2777762401547,20.6898746202588
27,both,rotated,post,78.0559077231735,54.1012495831992,-27.982541459897,184.094356906244
28,both,original,pre,52.3915657219956,34.14605296738,-14.5346980940691,119.31782953806
28,both,original,post,74.6598901739257,46.524056224863,-16.5272600268057,165.847040374657
28,both,rotated,pre,11.3085105497691,8.87321279187816,-6.08298652231209,28.7000076218503
28,both,rotated,post,90.0660358635107,54.1637616629231,-16.0949369958186,196.22700872284
