reg,var,beta,se,tstat,pvalue,stars,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41
evreg2,wind_direction,-1.235615000584652,.0965709625274896,-12.79489163456278,6.80392863890e-36,***,1.772808359339691,1.508803460934301,1.227629370438227,.8894244972151194,.6282936351695476,.3963842303050791,.2580938940956384,-.4184348382439216,-.7071134285380514,0,.071003394535377,.0093259508034858,-.1777182614832288,.036855282246202,.0384607640156714,-.0143739638308637,.0361140610623518,-.037823388811914,-.0306529365237486,-.1422246286704775,.1128714211102591,-.1551086419164243,.0151894061258718,.0166070012706332,-.0000551152017007,.0055307091147513,-.0003503425324025,-.0137793681131784,-.0159458367616375,.008199273233818,.0190197968473088,-.0525478964967799,-.0252907681921213,-.0205838388563718,.011717377694675,.008976477079007,.01149631379654,.012467131844415,.0195532064310255,-.0110386903944606,.0171656303121511
evreg2,av_wind_speed,52.64926901376508,6.472210368783164,8.134665904511326,7.75906793939e-16,***,-45.24780681621246,-40.59712047859339,-33.95728365875236,-28.7854572531031,-21.69014199117727,-13.33070220875788,-8.418669609015689,8.002173052218762,8.790939323578174,0,-2.191439305310022,-.1777182614832288,41.88950705778431,-.900951195939907,2.423235889758496,7.512761911626879,4.458273609762445,9.546056881204045,10.2373283846929,8.313892783647233,-2.785485524685298,5.609897943188489,-.3104767507554166,-.6708128663645907,1.091554642168491,1.806893915717477,2.191240442500521,.6423588369547595,.1529914386498391,.8791945557410441,1.598710532843562,1.72825638118063,.23451363839753,.7743290578675937,-1.079760657551128,-2.416100356004677,-2.453884882806511,-.6782992905010243,-.518254666918725,-.9160655586789525,-3.264949055598958
evreg2,1bn.relative_year_bin_aux#1.treat,27.2044179790527,18.24591660075354,1.490986645084697,.1361457378862624,,2.88709210829788,-6.409934034814109,-5.728194309605255,-9.249760520731529,-6.364802339201814,-1.320382429338489,2.073668798320769,-3.761444660206893,-3.267092097776952,0,-1.036810653176648,.036855282246202,-.900951195939907,332.9134726016534,262.9870627391074,270.5445727229189,235.8685769532291,204.4295357839247,91.62865176900846,57.44190694986497,73.69691087628073,156.3304406621711,3.577939886900038,4.471150945139381,5.058696772569251,5.048568099404324,4.367330339734131,3.438285941904549,1.235326301802589,2.131209902053957,2.696880281945547,55.38043698280426,-145.3688094576431,-113.137156867881,-107.6261696029488,-90.70824657514696,-99.40442174391022,-51.29595400756991,-29.54593497744538,-24.40096448384493,-60.11397257312201
evreg2,2.relative_year_bin_aux#1.treat,32.01472519771684,16.51757489240034,1.93822188827772,.0527572665081264,*,-14.03830638341101,-20.38398021728476,-17.88315967263356,-18.64455693264605,-13.86688220031665,-6.744594783665322,-.9936258803456464,-.8976065100111157,.6298483117071196,0,.9154916549275434,.0384607640156714,2.423235889758496,262.9870627391074,272.830280326054,248.7184974786067,220.4980716009025,183.1233125698427,93.00396122363406,47.53942951315276,78.00640054472458,147.0515986378215,1.966569209552709,3.937485372797078,4.478990831471004,4.170925820201768,3.518576221444165,2.328250434811794,.7871921659429878,1.910902333745426,2.464450283081317,26.6827576764982,-95.58432281017514,-117.6152662807134,-92.0944318057599,-82.91065455087283,-87.5960604598816,-52.32836860076051,-28.20735940425286,-27.39479321644233,-51.87085731274388
evreg2,3.relative_year_bin_aux#1.treat,48.19203110173955,17.06311507787042,2.824339569991003,.0047916627892059,***,-27.51533474883598,-32.34130583868586,-28.15644712038203,-26.4223914419475,-18.92708990556471,-9.942573736585272,-2.433355391948003,1.322624503376495,6.147357932878823,0,-.9985618276470507,-.0143739638308637,7.512761911626879,270.5445727229189,248.7184974786067,291.149896160649,221.1709588524838,219.3620938197211,113.5974497979134,82.16882226682233,79.48662738970849,198.8028021003119,2.047296887569368,3.584383998613992,4.709647655125393,4.334168420068108,3.638139065301757,2.369716759926251,.8296469926813375,1.733875116422823,2.28646911968384,32.20325257863524,-114.8156260209421,-106.4107835996241,-133.9538105640494,-89.55234646125676,-110.7803205929916,-56.56355636381986,-38.92394552194541,-32.96859510717109,-89.99937566912791
evreg2,4.relative_year_bin_aux#1.treat,38.24098135363548,15.45555011386462,2.474255595686036,.0134458928357301,**,-11.40674764311082,-17.41320018239785,-15.47628916106663,-18.05695684857632,-13.12139944704718,-6.290367595785876,-.5993368305934005,-2.611645084262172,-.9113251024501926,0,-1.614202519488276,.0361140610623518,4.458273609762445,235.8685769532291,220.4980716009025,221.1709588524838,238.8740293221806,180.9092632426715,86.91705477731706,50.50330533819489,86.08155773204193,154.9059764403077,2.550087523923875,3.125923623182165,4.432311980874908,5.026653639359544,3.942026215775957,2.619325447574145,.701596289691361,2.368817434660686,2.178990330677033,-10.37022222958438,-87.14176252427241,-85.51082987085429,-81.08099612282892,-103.5762027444053,-77.85901237796206,-43.03729325444481,-23.67665568398482,-32.25776778731954,-47.69275304397688
evreg2,5.relative_year_bin_aux#1.treat,55.11218211323435,15.35436586997229,3.589349282148753,.0003406637069918,***,-42.21753473236463,-41.98927133088139,-34.72594864750439,-31.29052239941857,-22.5803304258597,-11.61540832018462,-3.037496674194417,1.281666239841667,5.760558589322588,0,-2.183697521819895,-.037823388811914,9.546056881204045,204.4295357839247,183.1233125698427,219.3620938197211,180.9092632426715,235.75655126897,113.5239752055974,92.68045477163182,83.34255251819084,226.2178559987683,1.81073869835112,2.001536929322282,2.992630161703484,3.366271366783065,4.026076185572155,3.167540994253836,1.585062788221743,1.109498789592477,2.088331926923507,16.27322523542703,-94.53920475888471,-83.98052863047043,-98.91789220068812,-75.87870344071871,-121.3693295858502,-50.49835497925228,-37.92601375136727,-38.4600538651301,-104.7661326017061
evreg2,6.relative_year_bin_aux#1.treat,17.89804072973532,10.5696616000975,1.693340941924784,.090569068844315,*,-25.66749317775465,-24.46274831361315,-20.36754644759869,-17.9008631787705,-13.30217463070573,-7.754175931776491,-1.773913919728332,.263806189228529,3.220703364510165,0,-.5030875657098536,-.0306529365237486,10.2373283846929,91.62865176900846,93.00396122363406,113.5974497979134,86.91705477731706,113.5239752055974,111.7177463405757,68.4624264893006,32.93619321555299,95.9929377966278,1.406569668981086,.7564877199735505,1.040347316214352,1.341358767752361,2.351181474943757,2.303242323622687,1.729081111807727,-.2387176011085575,.849705907964307,50.76492540386041,-45.36687339509994,-53.37297418619772,-56.47418193845051,-37.85027332689685,-57.12606410109712,-62.25568875980581,-37.92149718694865,-10.52832084159821,-42.55045321779726
evreg2,7.relative_year_bin_aux#1.treat,33.62418951216775,10.6041974342366,3.17083774804202,.0015464050365699,***,-56.03132092865226,-49.31611787906265,-41.28151943589031,-34.27318186431543,-26.48272776226982,-17.31514014881239,-9.547054959384452,10.68099120834176,19.51601094337542,0,-.6125332362312415,-.1422246286704775,8.313892783647233,57.44190694986497,47.53942951315276,82.16882226682233,50.50330533819489,92.68045477163182,68.4624264893006,112.4490032242702,20.00600216922716,135.5679556332446,-.2386428285265837,-.3805977947108568,.0867577350049396,.3228886618593168,1.094942603128638,1.462517139368094,1.917010917530059,-.4051120026589262,.4758249730283993,37.28050108610723,-36.66921697835303,-34.45220884650136,-45.72965837130378,-30.97057687313472,-47.77252204559428,-25.84745205220441,-60.0226135590393,-17.01859781782182,-83.89488432527874
evreg2,9.relative_year_bin_aux#1.treat,34.38934550756333,10.01395981218539,3.434140555039674,.0006083399201174,***,9.147447654519626,6.550075729156838,4.437730221648367,1.244221047326052,.427502983037004,-.311325466706342,1.602320975918383,-4.612349166194742,-3.511389646093718,0,.9764925563417929,.1128714211102591,-2.785485524685298,73.69691087628073,78.00640054472458,79.48662738970849,86.08155773204193,83.34255251819084,32.93619321555299,20.00600216922716,100.2793911200641,120.6979715437172,1.33654315717549,.578378870329008,.5390785812805962,.9265518889717129,.1014680730970149,-.0124536975062818,-.6842104330822398,1.684403446149958,1.443168684597002,-15.75593961097952,-34.46682834179386,-33.87721388158535,-36.13018386112456,-39.43453095188123,-49.63746307679347,-21.98904725631194,-18.32696223237233,-53.54767842513407,-57.53806415733501
